property_id,property_name,host_id,neighbourhood_group,room_type,price,min_nights
6704629,Cozy room (as 1 Room Flat) in the heart of Berlin!,35091252,Tempelhof - Schöneberg,Private room,55,4
6707426,Cozy Room in Friedrichshain,9002254,Friedrichshain-Kreuzberg,Private room,23,2
6708791,Make yourself at home in Berlin,698575,Pankow,Entire home/apt,185,2
6710453,Cosy Bedroom in Sunny Apartment,35130445,Neukölln,Private room,30,1
6711211,room in Wrangelkiez// only woman,5526024,Friedrichshain-Kreuzberg,Private room,33,3
6712744,Moderne Familienwohnung,35143873,Mitte,Entire home/apt,125,3
6713724,Vintage & Sunny flat in Neukölln,4383021,Neukölln,Entire home/apt,98,3
6716656,Nice Flat with Balcony in Kreuzberg,5870398,Friedrichshain-Kreuzberg,Private room,38,2
6718585,Berlin Kollwitzplatz,35043038,Pankow,Entire home/apt,45,1
6721466,"Cozy room Kreuzberg, Görlitzer",35195788,Friedrichshain-Kreuzberg,Private room,38,3
6723647,Urban Living Space,35208173,Neukölln,Private room,25,7
6728004,beautiful apartment for familys,35232007,Friedrichshain-Kreuzberg,Entire home/apt,91,1
6733124,For families: spacious & cozy apartment,16430455,Neukölln,Entire home/apt,65,3
6733959,Jugendstilvilla mit schönem Loft,9751730,Steglitz - Zehlendorf,Entire home/apt,95,2
6734152,"Mietwohnung, 2-3 Zimmer",35268747,Treptow - Köpenick,Entire home/apt,50,14
6735265,helles Zimmer in Friedrichshain,15418688,Friedrichshain-Kreuzberg,Private room,25,2
6736021,Room in a loft above the gardens,8205525,Neukölln,Private room,31,4
6736561,cozy room in neukölln,35278695,Neukölln,Private room,29,1
6737209,Lovely studio apartment in the Heart of Wedding,295111,Mitte,Entire home/apt,65,60
6739153,"schöne, ruhige Wohnung in super Lage Berlins!",15374223,Friedrichshain-Kreuzberg,Entire home/apt,76,3
6740189,Beautiful and Colorful Nest of Love,35295121,Neukölln,Entire home/apt,43,1
6742843,central | best bed | kreuzberg,21448515,Friedrichshain-Kreuzberg,Private room,61,2
6744830,lovely room in friedrichshain with balcony,14892838,Friedrichshain-Kreuzberg,Entire home/apt,58,3
6753495,bright loft with 2 terraces 80 sqm,35084902,Pankow,Entire home/apt,80,3
6753886,sonnige/sunny Oase in Neukölln,35273161,Neukölln,Private room,60,14
6756316,Beautiful cosy light room Neukölln,15886525,Neukölln,Private room,48,2
6756421,Renovierter Altbau im Szeneviertel Reuterkiez,35373901,Neukölln,Entire home/apt,120,1
6757496,Nice and light room in Pankow,6206246,Pankow,Private room,25,1
6758818,Ostbahnhof within 1 Minute Walk,14405869,Friedrichshain-Kreuzberg,Private room,47,1
6761724,Family-Apartment 100m² with Balcony,9177211,Pankow,Entire home/apt,59,4
6762139,Huge room in Wedding,35400575,Mitte,Private room,34,1
6763557,"Cozy, bright one room apartment",35407544,Friedrichshain-Kreuzberg,Entire home/apt,60,3
6764054,charming loft in neukölln,3286785,Neukölln,Entire home/apt,69,1
6764515,moabit - home sweet home,8342583,Mitte,Private room,25,2
6764777,Big room with balcony Weserstrasse!,35413428,Neukölln,Private room,30,1
6765501,Cozy Room!! 10m²,23758573,Tempelhof - Schöneberg,Private room,25,1
6765550,Sunny studio apartment + balcony!,3947139,Pankow,Entire home/apt,30,1
6771551,Family-size room with own bathroom. Shared kitchen,6149420,Treptow - Köpenick,Private room,30,4
6776579,Quiet Altbau flat in Helmoltzkiez,3378618,Pankow,Entire home/apt,66,1
6777215,beautiful bright apt with 2 bikes!,23191334,Friedrichshain-Kreuzberg,Entire home/apt,85,4
6779823,Simple beautiful comfy room,3315203,Tempelhof - Schöneberg,Private room,26,1
6779944,Cosy & quiet room in Friedrichshain,21519837,Friedrichshain-Kreuzberg,Private room,16,20
6780033,Cosy flat in the heart of Berlin,31319706,Pankow,Private room,75,8
6780086,Charming Apartment in Neukölln,35493372,Neukölln,Entire home/apt,35,10
6781290,COLOURED FLAT IN BERLIN,14358836,Mitte,Entire home/apt,98,5
6781369,"Light, spacious and charming flat",13966272,Friedrichshain-Kreuzberg,Entire home/apt,80,4
6781856,House in Spandau for 6 to relax,35502976,Spandau,Entire home/apt,112,3
6782133,Charlottenburgs schönste Ecke beim Schloss,34868602,Charlottenburg-Wilm.,Private room,45,2
6782335,Cosy room in the heart of Neukölln,3813175,Neukölln,Private room,20,3
6782509,bright spacious single room,35506554,Neukölln,Private room,32,1
6785660,Really nice flat 2 Rooms 2 balcony,35526545,Treptow - Köpenick,Private room,125,2
6786965,2 Zimmer Wohnung in Friedrichshain,35533163,Friedrichshain-Kreuzberg,Entire home/apt,55,4
6786998,Gemütliche 2 Zimmer Altbau Wohnung,10207138,Tempelhof - Schöneberg,Entire home/apt,60,1
6787042,Small living area near Berlin SXF,12781649,Treptow - Köpenick,Private room,20,1
6787568,Very Central with its own Kitchen,35535507,Mitte,Private room,13,21
6787760,Very light and large room,24926087,Neukölln,Private room,49,90
6788923,nice apartment in friedrichshain,1383690,Friedrichshain-Kreuzberg,Entire home/apt,69,62
6789487,Bright spacious room near centrum,32189202,Mitte,Private room,30,5
6790425,Your perfect family home!,35547945,Steglitz - Zehlendorf,Entire home/apt,69,3
6795184,Spacious high ceiling bedroom in Charlottenburg,34495574,Charlottenburg-Wilm.,Private room,35,2
6795707,"lovely, bright Room",35571400,Tempelhof - Schöneberg,Private room,26,3
6796064,Room (3) in the center of Berlin,8048976,Mitte,Private room,55,3
6797630,City oasis in Kreuzberg 36,3879139,Friedrichshain-Kreuzberg,Entire home/apt,49,5
6798028,Berlin-Mitte calling!,35583987,Mitte,Private room,39,1
6798392,Lovely apartment in a  nice area,32446166,Friedrichshain-Kreuzberg,Entire home/apt,50,1
6798668,Helles Zimmer mit Gartenblick,8205525,Neukölln,Private room,31,3
6800795,"City-Lage - Einkaufsmeile, S+U-Bahn",16772365,Steglitz - Zehlendorf,Entire home/apt,75,2
6802037,Zentrales Zimmer in Berlin,4863332,Mitte,Private room,18,7
6802191,"Big,cozy room in hip Friedrichshain",35572759,Friedrichshain-Kreuzberg,Private room,28,2
6805198,Lovely Apartment with a view!,4652646,Friedrichshain-Kreuzberg,Entire home/apt,80,3
6808488,OFFICIAL- Cozy & Quiet. Private Kitchen. Bathroom,8384325,Neukölln,Private room,42,2
6808626,Cosy Apartment in Quiet Residential,34979920,Pankow,Entire home/apt,42,1
6809036,Berliner Maisonette perfect located,35643808,Friedrichshain-Kreuzberg,Entire home/apt,54,4
6810363,OFFICIAL - Spacious. Private Bathroom. Big Balcony,8384325,Neukölln,Private room,38,2
6810485,OFFICIAL - 45m2 Studio. Private Bathroom. Kitchen,8384325,Neukölln,Private room,89,1
6810587,"OFFICIAL- 135m2 comfy Apt. 3 bathrooms, 2 kitchens",8384325,Neukölln,Entire home/apt,250,2
6811204,Schillerpalais,35651643,Neukölln,Entire home/apt,42,1
6818903,"Large, beautiful room in F-hain",35707234,Friedrichshain-Kreuzberg,Private room,22,2
6821500,Family Holiday in midst of Mitte,632174,Mitte,Entire home/apt,149,62
6827025,Berlin at Castle Charlottenburg,35760401,Charlottenburg-Wilm.,Entire home/apt,45,3
6827040,Beautiful modern flat:Prenzlauer B.,26055312,Pankow,Entire home/apt,59,5
6827947,Centrally located and very spacious,35764805,Mitte,Entire home/apt,60,90
6828154,Studio Apartment Berlin East,35768137,Lichtenberg,Entire home/apt,25,80
6828458,Schönes Altbauzimmer in Wedding,35770000,Mitte,Private room,20,14
6828718,bedroom in large flat,882841,Pankow,Private room,99,1
6830443,Schöne Altbauwohnung im 4.Stock,21588751,Friedrichshain-Kreuzberg,Entire home/apt,85,5
6833154,Ein-Zimmerwohnung,35797808,Steglitz - Zehlendorf,Entire home/apt,20,1
6834163,Spacious&cosy room close to Mitte!,19342974,Mitte,Private room,27,3
6834476,Ferienwohnung mit Garten,35803835,Marzahn - Hellersdorf,Entire home/apt,50,2
6834489,Schlafen&Wohnen im Kiez/ Kreuzkölln,35807107,Neukölln,Private room,29,20
6835779,Huge clean Room in the BEST area in Berlin!!!,4666466,Neukölln,Private room,30,3
6835800,Private Room - Kottbusser Tor,35420973,Friedrichshain-Kreuzberg,Private room,19,7
6835924,Bright & spacious room with balcony,34510783,Pankow,Private room,49,2
6840368,Nice Room Near Charlottenbrg Palace,35845435,Charlottenburg-Wilm.,Private room,19,2
6841988,21apart Top Luxury Space incl. BRKF,1581930,Mitte,Entire home/apt,125,2
6842083,Private room in Centre of Berlin,8579279,Mitte,Private room,35,1
6842463,"Charming, perfect 120sqm Apartment, 2 baths",280605,Pankow,Entire home/apt,98,8
6842769,Petit Paris à Berlin,31339476,Charlottenburg-Wilm.,Entire home/apt,35,3
6846819,*new* cozy apartment in moabit,35877170,Mitte,Entire home/apt,64,4
6847300,Extraklasse im grünen Berliner NO,35879715,Pankow,Entire home/apt,140,1
6847957,Wohnlage Nähe Templhofer-Feld,35883283,Neukölln,Private room,28,30
6848007,Family friendly apartment middle of Berlin,16609754,Mitte,Entire home/apt,89,1
6848062,schönes helles Mädchenzimmer,35883868,Tempelhof - Schöneberg,Private room,15,14
6848823,Nice and big room perfectly located,21717048,Friedrichshain-Kreuzberg,Private room,40,1
6849080,"Kleine Wohnung am Müggelsee, Berlin",35888793,Treptow - Köpenick,Entire home/apt,59,2
6849913,"room in Moabit, right near main central station",35890164,Mitte,Private room,22,2
6851658,Apartment mit Sonnenbalkon,35902168,Mitte,Private room,60,5
6856236,SUNNY STUDIO BY THE PARK,1459571,Pankow,Entire home/apt,59,4
6857013,"central Neukölln, peaceful, cosy",11811303,Neukölln,Private room,21,3
6857271,KREUZBERG:bright&spacious flat with terrace![wifi],35935420,Friedrichshain-Kreuzberg,Entire home/apt,79,2
6857609,,35936948,Pankow,Entire home/apt,50,2
6858338,2 Room Appartment in X-Berg,1266975,Friedrichshain-Kreuzberg,Entire home/apt,45,7
6858383,"8-bed dorm mixed Ensuite ,Kitchen 2",8250486,Mitte,Shared room,22,1
6859665,Bright and comfy appartment,31420185,Pankow,Entire home/apt,55,14
6860283,Big room in wonderful Neükolln,31124806,Neukölln,Private room,33,3
6861209,Charming 56qm room with balcony,35946273,Friedrichshain-Kreuzberg,Private room,50,3
6862576,View over Berlin!,17863971,Mitte,Entire home/apt,50,3
6863911,Student Flat for rent in Mitte,35546961,Mitte,Entire home/apt,75,2
6863979,Cozy room with big balcony in Berlin!!,35294550,Tempelhof - Schöneberg,Private room,25,4
6864530,Delightful summer home,3074797,Mitte,Entire home/apt,70,1
6865745,Your Secluded Pad in Berlin,35976519,Pankow,Private room,35,25
6865937,Schöne große helle Altbauwohnung,35977420,Marzahn - Hellersdorf,Private room,37,1
6867552,Balkonwohnung am Friedrichshain,35986852,Friedrichshain-Kreuzberg,Entire home/apt,28,10
6869165,Charmant flat with vista & balkony,35995443,Pankow,Entire home/apt,75,5
6873133,"Helles, grosses Zimmer in Neukölln",36020573,Neukölln,Private room,25,3
6874117,Beautiful oasis in West Berlin,4528029,Charlottenburg-Wilm.,Entire home/apt,95,1
6874816,Two nice rooms in x-berg 36,3862719,Friedrichshain-Kreuzberg,Entire home/apt,52,6
6874892,Cozy Room in Berlin Neukölln,36027840,Neukölln,Private room,24,1
6875466,Big room in central location,36030445,Mitte,Private room,32,2
6875558,"Helles, großes Zimmer in Mitte",36030245,Mitte,Private room,32,1
6876535,☀ Altbau Flat in Friedrichshain ☀,35981775,Friedrichshain-Kreuzberg,Entire home/apt,65,3
6879669,Im Herzen Kreuzbergs ❤️,36049506,Friedrichshain-Kreuzberg,Private room,55,1
6879872,"Luxury apartment, central, S+U Bahn",21458539,Steglitz - Zehlendorf,Entire home/apt,79,1
6880329,Boxspringbetten -- im Sterne Hotel!,34510692,Pankow,Private room,39,7
6881801,Bright room with balcony Neukoelln,18637854,Neukölln,Private room,45,1
6883102,Chambre 20m2 Neukölln pour 2 pers.,18759080,Neukölln,Private room,28,1
6883392,Schönes 11m² Zimmer in Berlin,36067960,Friedrichshain-Kreuzberg,Private room,35,3
6884248,cosy bedroom in topfloor apartment,999330,Tempelhof - Schöneberg,Private room,14,1
6889079,"Altbau im Gräfekiez, ruhig, sonnig",518904,Friedrichshain-Kreuzberg,Entire home/apt,100,10
6890223,beautiful rooftop loft on the Spree,36105487,Friedrichshain-Kreuzberg,Entire home/apt,65,1
6890956,"Big room, great a",21200458,Pankow,Private room,20,1
6891594,Hübsche Wohnung in Prenzlberg,36113480,Pankow,Entire home/apt,42,1
6891866,CosyStylish Flat in Heart of P'berg,3622827,Pankow,Entire home/apt,95,61
6892522,Casa Lichtenberg/Friedrichshain,36118047,Lichtenberg,Entire home/apt,50,1
6894264,Nice Room in Berlin Prenzlauer Berg,5218678,Pankow,Private room,49,2
6894414,"Lovely, quite & bright appartment",30013911,Neukölln,Private room,30,3
6896242,Bright two room apt with balcony,1227928,Treptow - Köpenick,Entire home/apt,50,1
6904443,Downtown Turn of the Century Flair,13435326,Charlottenburg-Wilm.,Entire home/apt,50,60
6905687,room 1 in West City,35540981,Charlottenburg-Wilm.,Private room,35,2
6905833,Cozy Apartment with Quiet Terrace,3947139,Pankow,Entire home/apt,85,3
6906107,Nice One-Room-Apartment,34922798,Mitte,Entire home/apt,40,6
6907248,Altbauwohnung Bergmannkiez,31097077,Friedrichshain-Kreuzberg,Entire home/apt,65,5
6908368,Cozy stay just along the riverbank,6944165,Friedrichshain-Kreuzberg,Private room,68,1
6910520,Lovely& Sunny-1-bedroom partment,36213789,Pankow,Entire home/apt,65,2
6910703,Beautiful Designer Apartment in Prenzlauer Berg,6462807,Pankow,Entire home/apt,65,3
6919226,Private room with balcony in clean apartment!,13848423,Friedrichshain-Kreuzberg,Private room,35,3
6920313,Welcome to our cozy red brick house,31789406,Lichtenberg,Entire home/apt,79,3
6921561,Altbau Paul Lincke Ufer,5856788,Friedrichshain-Kreuzberg,Private room,105,3
6924399,Cozy Room in Kreuzberg,36294205,Friedrichshain-Kreuzberg,Private room,69,2
6927246,Wunderschöne Balkonwohnung nahe am See,36314853,Treptow - Köpenick,Entire home/apt,50,2
6927351,"Spacious, bright room in Kreuzberg",33043459,Friedrichshain-Kreuzberg,Private room,25,6
6929355,"Bright flat, central and quiet",36323530,Tempelhof - Schöneberg,Entire home/apt,55,3
6930105,Large and unique flat in Kreuzberg,8499380,Friedrichshain-Kreuzberg,Entire home/apt,65,4
6931606,Big room and private bathr in Prenz,36338070,Pankow,Private room,40,10
6931661,Apartment 2 rooms - Prenzlauer Berg,36337433,Pankow,Entire home/apt,50,3
6931871,Nice flat near Friedrichhain,21965180,Lichtenberg,Private room,30,2
6932795,Berliner holiday house in green garden with pool.,36345590,Marzahn - Hellersdorf,Entire home/apt,50,2
6932886,Apartment by East Side Gallery,35120985,Friedrichshain-Kreuzberg,Entire home/apt,60,1
6936038,Wonderfull room in Berlin's center,36364434,Friedrichshain-Kreuzberg,Private room,40,1
6936087,"Großes Stuckzimmer, Mitte, mit Frühstück",29278000,Mitte,Private room,39,1
6936725,Singel Appartment - Schillerkiez - Tempelhoferfeld,8196435,Neukölln,Entire home/apt,45,7
6936967,Shiny room in the middle of Berlin,20102107,Pankow,Private room,69,2
6938218,Cosy / stylish / unique apartment!,1989616,Treptow - Köpenick,Entire home/apt,76,4
6942459,Beautiful flat in central Berlin,8601560,Tempelhof - Schöneberg,Entire home/apt,40,7
6942900,2 Zimmer im grünen Spandau,36406558,Spandau,Entire home/apt,45,1
6942968,"Central, Cosy and Quiet in Berlin",7687361,Mitte,Private room,65,6
6944446,Beautiful Apartment Friedrichshain,36411974,Friedrichshain-Kreuzberg,Entire home/apt,31,27
6947885,Cozy studio near the lake.,5129180,Reinickendorf,Entire home/apt,50,1
6947938,10m² room for one Person,7736480,Treptow - Köpenick,Private room,25,2
6948066,1.5 Room Studio in Berlin Kreuzberg,36429331,Friedrichshain-Kreuzberg,Entire home/apt,40,1
6951394,Schönes Zimmer in Altbauwohnung,36429881,Charlottenburg-Wilm.,Private room,34,2
6951576,David's and Desi's flat,20696644,Tempelhof - Schöneberg,Entire home/apt,50,3
6952001,"""a room with a view""",6664785,Friedrichshain-Kreuzberg,Entire home/apt,71,3
6954549,1-Room in Kreuzberg,13740946,Friedrichshain-Kreuzberg,Private room,25,1
6955982,Beautiful 20sqm room friedrichshein,36470276,Friedrichshain-Kreuzberg,Private room,40,1
6958928,Ruhige schöne Wohnung in Weißensee,2213135,Pankow,Entire home/apt,70,3
6960091,Helle Wohnung mit 2 Schlafbereichen,35646950,Neukölln,Private room,75,2
6962359,Big Masterroom with 2 beds&balcony,32561225,Neukölln,Private room,70,1
6962713,2-Zimmer Altbauwohnung in Neukölln,7040329,Neukölln,Entire home/apt,30,14
6963242,Room in sunny top floor apartment,999330,Tempelhof - Schöneberg,Private room,20,1
6963584,"Fabulous, Cute & Calm in Neukölln",36512462,Neukölln,Entire home/apt,37,3
6963855,Ruhiges Zimmer im Zentrum Berlins,36513549,Tempelhof - Schöneberg,Private room,32,3
6964135,Beautiful flat in lovely Kreuzkölln,6838500,Neukölln,Entire home/apt,75,6
6968294,Süße Wohnung mitten im Szenekiez,14050665,Friedrichshain-Kreuzberg,Entire home/apt,60,3
6969430,The Kleine-Freiheit,21498542,Mitte,Entire home/apt,41,5
6969659,Zimmer in Neukölln.,36543821,Neukölln,Private room,45,1
6970346,2 Raumwhg. im Friedrichshain,11723994,Friedrichshain-Kreuzberg,Entire home/apt,55,7
6976053,Cosy apartment in Friedrichshain,36581242,Friedrichshain-Kreuzberg,Entire home/apt,59,1
6977938,Beautiful antique flat in Neukölln,10222152,Neukölln,Private room,40,1
6978384,"Stylish, Spacious 1bd in Neukölln",8155074,Neukölln,Entire home/apt,80,5
6983064,Cozy room with balcony in central Kreuzberg,36613923,Friedrichshain-Kreuzberg,Private room,25,7
6985756,eine schöne Wohnung,36624710,Friedrichshain-Kreuzberg,Entire home/apt,70,2
6987381,Bright functional apartment for 2,20303443,Pankow,Entire home/apt,50,1
6990044,Delightful sunny room with balcony,14378713,Pankow,Private room,29,2
6991627,Cozy apartment in amazing district!,18386009,Pankow,Entire home/apt,39,3
6993853,Sonniges Apartment Savignyplatz,36628165,Charlottenburg-Wilm.,Entire home/apt,60,1
6996408,cozy room with private balcony in hip area,1690807,Friedrichshain-Kreuzberg,Private room,51,4
6996748,Room in the very center of Berlin!,36369816,Mitte,Private room,40,1
6998058,Cute light room in central Kiez,36690551,Mitte,Private room,35,1
6998289,2-Zimmer-Wohnung,23292588,Friedrichshain-Kreuzberg,Private room,95,1
6998605,Wohnung mit Garten,36693162,Steglitz - Zehlendorf,Entire home/apt,44,60
6999028,Small comfy room and/ or Couch,36635194,Friedrichshain-Kreuzberg,Private room,35,1
