property_id,property_name,host_id,neighbourhood_group,room_type,price,min_nights
2015,Berlin-Mitte Value! Quiet courtyard/very central,2217,Mitte,Entire home/apt,60,4
2695,Prenzlauer Berg close to Mauerpark,2986,Pankow,Private room,17,2
3176,Fabulous Flat in great Location,3718,Pankow,Entire home/apt,90,62
3309,BerlinSpot Schöneberg near KaDeWe,4108,Tempelhof - Schöneberg,Private room,26,5
7071,BrightRoom with sunny greenview!,17391,Pankow,Private room,42,2
9991,Geourgeous flat - outstanding views,33852,Pankow,Entire home/apt,180,6
14325,Apartment in Prenzlauer Berg,55531,Pankow,Entire home/apt,70,90
16401,APARTMENT TO RENT,59666,Friedrichshain-Kreuzberg,Private room,120,30
16644,In the Heart of Berlin - Kreuzberg,64696,Friedrichshain-Kreuzberg,Entire home/apt,90,60
17409,Downtown Above The Roofs In Berlin,67590,Pankow,Private room,45,3
17904,Beautiful Kreuzberg studio/WiFi (reg. pend.),68997,Neukölln,Entire home/apt,49,5
20858,Designer Loft in Berlin Mitte,71331,Pankow,Entire home/apt,129,3
21869,Studio in the Heart of Kreuzberg,64696,Friedrichshain-Kreuzberg,Entire home/apt,70,60
22415,Stylishly furnished 3 room flat,86068,Friedrichshain-Kreuzberg,Entire home/apt,98,3
22677,Prenzel garden with leafy terrace,87357,Mitte,Entire home/apt,160,3
23834,Apartment in the heart of Berlin,94918,Friedrichshain-Kreuzberg,Entire home/apt,65,60
24569,Sunny & Wheelchair accessible,99662,Pankow,Entire home/apt,90,3
25653,Sunny & stylish 150 sqm apartment,99662,Pankow,Entire home/apt,90,4
26543,Helmholtzplatz Bright&Spacious Apt.,112675,Pankow,Entire home/apt,197,3
28156,Beautiful apartment in Prenzlauer Berg,55531,Pankow,Entire home/apt,70,90
28268,Cozy Berlin Friedrichshain for1/6 p,121580,Friedrichshain-Kreuzberg,Entire home/apt,90,5
28711,Silent Studio-apt in Kreuzkölln,84157,Neukölln,Entire home/apt,60,2
29279,Quiet 2 rooms next Helmholtzplatz,54283,Pankow,Entire home/apt,130,60
30295,PEACEFUL FLAT WITH VINTAGE TOUCH IN PRENZLAUERBERG,485838,Pankow,Entire home/apt,100,4
31440,"Nice Room in Prenzlauerberg,",135046,Pankow,Private room,44,1
33043,Central Bright Bellevue Free Parking WIFI 4G,143180,Mitte,Entire home/apt,62,3
35642,Cozy 2 Room Apartment in trendy Prenzlauer Berg,153252,Pankow,Entire home/apt,55,60
36480,ChimaysaberlinB&B Single Bedroom,156897,Charlottenburg-Wilm.,Private room,40,1
37004,WONDERFUL ROOM for longer stays Berlin Central,159734,Tempelhof - Schöneberg,Private room,25,5
37052,QUIET n SUNNY FLAT in MITTE/PBERG,149093,Mitte,Entire home/apt,52,2
37836,Weekend in Berlin Party Center - II,272316,Friedrichshain-Kreuzberg,Private room,39,1
38074,3 months min stay in the heart of Prenzlauer Berg!,163384,Pankow,Entire home/apt,80,84
38296,nice apartment to rent in Neukölln in September!,164310,Neukölln,Entire home/apt,80,10
40600,room-artist loft berlin kreuzberg ,174970,Friedrichshain-Kreuzberg,Private room,50,3
41217,Beautiful room in Prenzlauer Berg,179110,Pankow,Private room,43,2
41306,"Schöner Altbau, 6 min zum Alexanderpatz.",179872,Pankow,Private room,40,1
42742,Spacious 35m2 in Central Apartment,272316,Friedrichshain-Kreuzberg,Private room,36,1
42809,The Berlin Artist Apartment.,186851,Friedrichshain-Kreuzberg,Entire home/apt,119,4
43123,Lux Berlin 1: boutique & design,188116,Pankow,Entire home/apt,90,5
44083,Riverside View Apartment,193038,Treptow - Köpenick,Private room,42,3
44423,Lovely accommodation in Berlin,194957,Friedrichshain-Kreuzberg,Private room,56,2
46161,Design-Room in Mitte/PrenzlauerBerg,201936,Pankow,Private room,50,4
46172,Chic Loft By Kastanienallee,206338,Mitte,Entire home/apt,48,60
47938,Lovely 2 BR flat in Prenzlauer Berg,218479,Pankow,Entire home/apt,160,3
48955,Cozy studio in the heart of Berlin,211722,Pankow,Entire home/apt,70,4
52734,"LUMINOUS, LOFT LIKE APT IN F'HAIN",112446,Friedrichshain-Kreuzberg,Entire home/apt,88,5
54952,Riverfront Panorama,258697,Mitte,Private room,55,4
55298,Couch in Livingroom available,261030,Tempelhof - Schöneberg,Shared room,88,2
55455,Panorama Apartment Berlin Centre,261953,Mitte,Entire home/apt,90,2
55853,Hauptstadt-Domizil,264072,Charlottenburg-Wilm.,Entire home/apt,55,60
57049,130 sqm with a view on Mauer Park,54283,Pankow,Entire home/apt,200,3
57209,Top apartment in Mitte-Arkonaplatz,272286,Mitte,Entire home/apt,80,3
57792,Bungalow mit Garten in Berlin Zehlendorf,275784,Steglitz - Zehlendorf,Entire home/apt,49,2
58041,Apt. in a historic ambience+Wifi from 18.11.2018,145808,Mitte,Entire home/apt,55,90
58780,light quiet beautiful 4 room flat,281614,Pankow,Entire home/apt,130,5
59249,Lux Berlin 2: luxury & design ,188116,Pankow,Entire home/apt,90,5
60161,House at the water,898681,Treptow - Köpenick,Entire home/apt,120,2
63052,"Beautiful, quiet, clean & central.",307513,Neukölln,Private room,37,6
63468,Ferienwohnung Kreuzberg,309364,Friedrichshain-Kreuzberg,Entire home/apt,52,2
64245,Room in great area Prenzlauer Berg,312373,Pankow,Private room,44,3
64590,Great apt. directly on the canal!,315681,Friedrichshain-Kreuzberg,Entire home/apt,102,2
68142,Cute sunny room in Friedrichshain,337021,Friedrichshain-Kreuzberg,Private room,29,2
68448,Spacious & quiet apt near Mauerpark,163384,Pankow,Entire home/apt,84,3
72079,"Italian Design at Kudamm ,WiFi DSL free",261488,Charlottenburg-Wilm.,Entire home/apt,80,3
73302,Penthouse-Loft  Berlin-Schöneberg,382638,Tempelhof - Schöneberg,Entire home/apt,69,3
74614,City apartment in Prenzlauer Berg,393047,Pankow,Entire home/apt,185,4
80843,Berlin City Studio Apt.,437628,Charlottenburg-Wilm.,Entire home/apt,49,2
81049,Lux.2BR Apart.BerlinMitte Lic. 01/Z/ZA/ (Phone number hidden by Airbnb),249501,Mitte,Entire home/apt,155,4
81081,Beautiful Prenzlauer Berg Apt,425899,Pankow,Entire home/apt,66,3
82893,Apartment 2 Mitte,451311,Mitte,Entire home/apt,70,3
83183,Garden Apartment-Prenzlauer Berg,453109,Pankow,Entire home/apt,53,2
83568,Beautiful stylish Prenzlauer Berg rooftop apt.,455670,Pankow,Entire home/apt,70,3
83614,"Spacious & Elegant Flat, 2 bathrooms, full kitchen",456085,Pankow,Entire home/apt,92,1
85560,Apartment 1 in Berlin,451311,Mitte,Entire home/apt,75,3
86514,"Sunny room, Kreuzberg ",464827,Friedrichshain-Kreuzberg,Private room,80,2
87549,Independent room in green Kreuzberg,81113,Friedrichshain-Kreuzberg,Private room,48,2
89102,Bright loft in the Kastanienallee,485838,Pankow,Entire home/apt,114,10
91290,Gardenside flat for 2-3 guests,382397,Neukölln,Entire home/apt,60,2
102882,STORAGE APARTMENT URBAN,86173,Friedrichshain-Kreuzberg,Entire home/apt,506,3
106290,GREAT apartment in BERLIN-KREUZBERG,542540,Friedrichshain-Kreuzberg,Entire home/apt,50,1
106331,Beautiful flat in Prenzlauer Berg,551159,Pankow,Entire home/apt,82,60
107968,"Gästeapartment Berlin- Schöneberg

",558933,Tempelhof - Schöneberg,Entire home/apt,80,3
109658,Spacious Studio Apartment in Berlin,565578,Friedrichshain-Kreuzberg,Entire home/apt,60,3
111579,IN THE CENTER OF BERLIN.....,570951,Mitte,Entire home/apt,70,4
114763,In the heart of Berlin!,582007,Tempelhof - Schöneberg,Entire home/apt,130,3
115576,Bed and Garden,584750,Pankow,Entire home/apt,69,2
116832,Clean & Spacious Kreuzberg Apt,590130,Friedrichshain-Kreuzberg,Entire home/apt,75,14
117649,F43 - your base for Berlin,594164,Friedrichshain-Kreuzberg,Entire home/apt,68,60
121888,"private, calm but very central",611847,Friedrichshain-Kreuzberg,Entire home/apt,125,7
125349,Cottage Berlin-Friedrichshagen,623521,Treptow - Köpenick,Entire home/apt,70,2
127708,Design Jewel in the midst of MITTE!,632174,Mitte,Entire home/apt,89,2
128827,Gorgeous Home in the City's Heart,632971,Friedrichshain-Kreuzberg,Entire home/apt,59,2
135097,Nähe KaDeWe & Kurfürstendamm,662534,Tempelhof - Schöneberg,Entire home/apt,96,1
138955,Guest Apartment near Viktoriapark,677988,Friedrichshain-Kreuzberg,Entire home/apt,75,2
139769,Mitte Auguststrasse Room Central&Charming,681637,Mitte,Private room,55,2
143605,""" Berlin Fuffa's 40m2  apartment """,696492,Neukölln,Entire home/apt,55,30
145249,Private Wing of Penthouse - Terrace,703493,Friedrichshain-Kreuzberg,Private room,70,3
147946,1-room-flat in Prenzlauer Berg/WIFI,712973,Pankow,Entire home/apt,31,183
149849,Cosy room in Mitte/Rosenthaler pl.,722460,Mitte,Private room,40,2
151249,"Quiet, Terrasse, cats, baby equiped",728298,Friedrichshain-Kreuzberg,Entire home/apt,81,1
153015,Central Artist Appartement Prenzlauer Berg,735823,Pankow,Private room,52,3
155048,"Great 76 qm apartment, 2 balconies",745571,Pankow,Entire home/apt,100,180
156010,TWO ROOM APARTMENT ALEXANDERPLATZ ,750165,Mitte,Entire home/apt,36,90
157546,"Facing the canal, Paul Lincke Ufer",311245,Friedrichshain-Kreuzberg,Entire home/apt,88,5
157839,room in typical berlin-style apt.,671536,Mitte,Private room,29,1
158890,Loft Appartment in Berlin Kreuzberg,762526,Friedrichshain-Kreuzberg,Entire home/apt,100,10
159454,"Bright, Charming and Modern Altbau",499725,Charlottenburg-Wilm.,Entire home/apt,161,2
160517,Nice House in the Near from the Airport Tegel,768932,Reinickendorf,Entire home/apt,65,2
161425,Cozy Apartment Gauystraße near Schönhauser Allee,772420,Pankow,Entire home/apt,70,2
163287,"Very nice apartment, Bergmann area",779623,Friedrichshain-Kreuzberg,Entire home/apt,29,150
163411,Ample parkside apartment Kreuzberg,779213,Friedrichshain-Kreuzberg,Entire home/apt,80,5
167189,Colorful & Bright Spot BerlinKrzbrg,796727,Friedrichshain-Kreuzberg,Private room,49,3
168615,STAYINTOWN - Apartment in Berlin,803717,Pankow,Entire home/apt,49,2
169603,Luxury  & silent apartment near park and riverside,808393,Lichtenberg,Entire home/apt,59,1
169907,Cozy Berlin nest with great access,809715,Tempelhof - Schöneberg,Private room,30,1
170582,Room for one Women - Living Community,813767,Charlottenburg-Wilm.,Private room,23,5
170652,2-room apartment. Mauerpark TOP!,814026,Mitte,Private room,40,5
170974,"Very Sunny, cozy Room with Balcony :)",815530,Neukölln,Private room,35,7
171746,Lovely oasis in heart of Prenzlberg,819384,Pankow,Entire home/apt,70,4
173153,Beautiful flat 95m² in Berlin Mitte,826546,Pankow,Entire home/apt,80,2
174391,BERLIN The most central!,833209,Mitte,Private room,42,1
174547,Berlin City Apartment 1with WiFi,833995,Mitte,Entire home/apt,96,60
174560,"2 apartment in Berlin Center, WiFi",833995,Mitte,Entire home/apt,75,60
174576,Berlin City Suite 3 mit W-Lan ,833995,Mitte,Entire home/apt,96,60
174579,Berlin City Studio 4 mit W-Lan,833995,Mitte,Entire home/apt,76,60
175667,"calm, sunny and central apartment ",839532,Tempelhof - Schöneberg,Entire home/apt,46,60
176342,Landmark/Checkpoint Charlie/120m2/2BATH/3BR/NEW,843326,Friedrichshain-Kreuzberg,Entire home/apt,296,1
176355,Landmark/Checkpoint Charlie/110m2/2BATH/2BR/new,843326,Friedrichshain-Kreuzberg,Entire home/apt,244,1
176396,Quiet room direct to metro station,843558,Reinickendorf,Private room,20,1
176852,Big & sunny apartment in Kreuzberg,845790,Friedrichshain-Kreuzberg,Entire home/apt,50,3
177486,"Comfy bright studio flat, 1-3 Pers.",848965,Charlottenburg-Wilm.,Entire home/apt,59,2
178347,Design Apartment Berlin Neukölln,853446,Neukölln,Entire home/apt,75,2
179102,"registered, legal hughe penthouse for 1-2 families",857327,Pankow,Entire home/apt,170,2
180440,CITY STUDIO WEST@ Kurfürstendamm(monthly discount),864399,Charlottenburg-Wilm.,Entire home/apt,39,60
181160,KINOMUSEUM,868282,Friedrichshain-Kreuzberg,Private room,39,2
183206,Cosy Studio with balcony in Mitte,98237,Mitte,Entire home/apt,64,1
183918,furnitured red room with balcony,882529,Pankow,Private room,35,15
183988,Luxury Ku'damm Studio +  Bikes 4you,882801,Charlottenburg-Wilm.,Entire home/apt,100,2
183996,"LargeTopFloor,2Terraces,Prenzl'Berg",882841,Pankow,Entire home/apt,375,2
185960,bright and large furnished room,893191,Neukölln,Private room,29,7
186851,"CasaKaiser, 2 room apartment",898345,Tempelhof - Schöneberg,Entire home/apt,32,62
186908,Appartement Dressler in Berlin,898681,Treptow - Köpenick,Entire home/apt,45,2
186999,House on Water,898681,Treptow - Köpenick,Entire home/apt,120,3
187206,cozy room,900521,Mitte,Private room,25,2
187326,Cozy Apartment with sun terrace,901252,Steglitz - Zehlendorf,Entire home/apt,59,3
188565,Lovely Sailingboat close to Berlin- Mitte,908562,Reinickendorf,Entire home/apt,86,1
188922,Stay in Prenzlauerberg Berlin !,910884,Pankow,Entire home/apt,45,28
189288,Townhouse Altenescher Weg,907038,Pankow,Entire home/apt,100,3
189596,Mitte Miniloft apartment w. terrace,914711,Mitte,Entire home/apt,80,4
190448,Modernes Studioapartment Berlin,920085,Neukölln,Entire home/apt,50,2
191023,2-Room-Apartment in Berlin-Mitte,923408,Mitte,Private room,49,1
192050,Perfect for 5 + WLAN near (URL HIDDEN),929861,Pankow,Entire home/apt,55,120
192052,studio apartment in mitte (N° 1),929943,Mitte,Entire home/apt,79,2
192103,studio apartment in mitte (N° 2),929943,Mitte,Entire home/apt,75,2
192499,FILMSALON,868282,Friedrichshain-Kreuzberg,Private room,49,2
193625,perfect spot/place in Down Town :-),939077,Mitte,Private room,38,3
194374,Cottage in the city with garden,943996,Lichtenberg,Entire home/apt,65,3
194465,Beautiful Loft-Studio with garden,944530,Friedrichshain-Kreuzberg,Private room,75,3
194546,Central modern 2-room flat in Mitte,944961,Mitte,Entire home/apt,75,4
194694,a light from heaven & an old school,945655,Lichtenberg,Private room,38,3
195467,Obere Etage im Haus.,889228,Friedrichshain-Kreuzberg,Private room,89,2
196149,Best location in Berlin-Mitte /WIFI,954669,Mitte,Entire home/apt,74,2
196285,Studio-apt Kreuzberg: central/cozy,955509,Friedrichshain-Kreuzberg,Entire home/apt,50,3
197291,"App. w garden, firepl. a. whirlpool",1311026,Pankow,Entire home/apt,120,1
198584,"Oriental Style Room, Kudamm / Zoo",969532,Charlottenburg-Wilm.,Private room,38,7
198896,A lovely luminous room...,971540,Tempelhof - Schöneberg,Private room,25,1
200125,TOP apartment in art nouveau villa,977942,Steglitz - Zehlendorf,Entire home/apt,89,4
201224,very charming central apartment....,984036,Mitte,Entire home/apt,88,3
203634,Outstanding penthouse in Prenz Berg,998898,Pankow,Entire home/apt,125,4
204609,"Bright room in 1870s-building, nice neighbourhood",893138,Lichtenberg,Private room,49,2
204617,separates Mini-Appartement mit  Bad + WC,1004934,Charlottenburg-Wilm.,Entire home/apt,50,1
205296,4* apartment in quiet south Berlin,1009105,Neukölln,Entire home/apt,100,5
206021,"Nice sunny room ,Central area...you",467895,Charlottenburg-Wilm.,Private room,35,3
206454,Hot Spot Berlin-Mitte apartment!,358915,Mitte,Entire home/apt,70,3
207740,Schicke Garten-Maisonette in Kreuzberg,1022663,Friedrichshain-Kreuzberg,Entire home/apt,195,3
208495,CENTRAL VINTAGE-MODERN FLAT,965569,Friedrichshain-Kreuzberg,Entire home/apt,150,2
209649,Berlin Center – Charlottenburg Wilmersdorf,1033300,Charlottenburg-Wilm.,Private room,200,7
210734,VERY CENTRAL AND COSY,1039350,Mitte,Entire home/apt,165,3
212348,2 Zimmer mit Balkon in Friedrichshain,1095251,Friedrichshain-Kreuzberg,Private room,55,2
214491,"enchanting room in the centre,",1107206,Mitte,Private room,35,1
214518,Chimaysaberlin B&B Front Double Bed,156897,Charlottenburg-Wilm.,Private room,51,1
214784,Charming Room in a beautiful flat,1108996,Neukölln,Private room,35,2
214855,dnb-berlin - private room,706845,Mitte,Private room,45,3
220445,Apt. Near Charlottenburg Palace,1142834,Charlottenburg-Wilm.,Entire home/apt,60,30
220808,bright room in three-room apartment,1145078,Steglitz - Zehlendorf,Private room,45,2
221015,clean calm cosy central apartment,1146238,Mitte,Entire home/apt,75,1
222784,"Queit-central-balcony-WiFi, lease - min 2 months",1156924,Mitte,Entire home/apt,69,60
223622,1 bedroom in Berlin Friedrichshain,913422,Friedrichshain-Kreuzberg,Entire home/apt,45,2
226925,Appartement Dressler at lake Seddin,898681,Treptow - Köpenick,Entire home/apt,50,2
227072,"Cosy and huge family place, 1184sf",1093451,Mitte,Entire home/apt,110,5
228964,super Wohnung MITTEndrin!,1195025,Mitte,Private room,95,1
229075,Sun-drenched three-room-apartment,1195776,Friedrichshain-Kreuzberg,Entire home/apt,75,14
229099,Nice room near airport Berlin SXF,1196119,Treptow - Köpenick,Private room,30,1
229348,Excl. Studio A Mitte/Hansaviertel,1195177,Mitte,Entire home/apt,65,5
229363,Excl. Studio B Mitte/Hansaviertel,1195177,Mitte,Entire home/apt,65,4
229776,Cosy room in Mitte / Rosenthaler Platz,956350,Mitte,Private room,46,3
230611,4 bedroom holiday house Berlin,1205340,Tempelhof - Schöneberg,Entire home/apt,65,60
230824,Bright & Roomy in Vintage Home,1206680,Friedrichshain-Kreuzberg,Private room,28,1
231220,"1 Room Apartment, Charlottenburg",1209193,Charlottenburg-Wilm.,Entire home/apt,30,60
231598,Apartment Berlin,1210839,Tempelhof - Schöneberg,Entire home/apt,49,60
231853,"Bright, quiet and spacious two-room",1212435,Friedrichshain-Kreuzberg,Entire home/apt,55,60
233083,2-bed-loft-dwelling designers flat,1219893,Charlottenburg-Wilm.,Entire home/apt,98,60
233453,Pretty room in Neukölln/Sonnenallee,1221935,Neukölln,Private room,32,2
233770,Holiday apartment in Berlin's Green,1224097,Marzahn - Hellersdorf,Entire home/apt,55,2
235766,Sunny Apartment Balcony on Park,1235665,Mitte,Entire home/apt,39,120
236509,"Berlin City Center, Great Vista",1240004,Mitte,Entire home/apt,82,90
236552,Typical Berlin Alt-bau in Kreuzberg,1240184,Friedrichshain-Kreuzberg,Private room,46,1
237038,A lovely room in the Mitte - Berlin,253136,Mitte,Private room,60,2
237359,"Sweet Home , romantic apartment",1244725,Reinickendorf,Entire home/apt,60,5
237670,Apartment Burde 2,920085,Neukölln,Entire home/apt,43,2
238275,Baroqueapartment with loftcharacter,1249583,Mitte,Entire home/apt,85,8
238396,"Within the city, calm and leafy",1250154,Pankow,Entire home/apt,60,3
238569,Nice bright flat near Mauerpark,1250911,Pankow,Private room,58,4
239139,"Central, Berlin Mitte, 4 Pers.",1254352,Mitte,Private room,55,90
239314,Comfortable Room in Vintage Home,1206680,Friedrichshain-Kreuzberg,Private room,30,1
240169,"Berlin, Neukölln, Room B",1259589,Neukölln,Private room,31,3
240735,I want Berlin!,1262812,Marzahn - Hellersdorf,Private room,35,5
242366,Chic 2 room apartment  Berlin Mitte,1003245,Mitte,Entire home/apt,45,2
242794,Elegant renovated apartment 72 m2,1274606,Friedrichshain-Kreuzberg,Entire home/apt,100,4
242908,Holiday Apartment in Berlin Wannsee with balcony,1275359,Steglitz - Zehlendorf,Entire home/apt,95,5
242927,Holiday Rental in Berlin Wannsee with small garden,1275359,Steglitz - Zehlendorf,Entire home/apt,95,5
242978,Exclusive one-bedroom apartment,1275576,Mitte,Entire home/apt,63,2
243057,"rooftop-apartement ""Blueberry Hill""  Berlin center",1275795,Mitte,Entire home/apt,175,2
243063,Holiday apartment in Berlin Mitte,1275846,Mitte,Entire home/apt,130,1
243081,"Living with style, apartment 2",1275846,Mitte,Entire home/apt,120,1
243238,Blue Jewel in Green Borough,1276585,Treptow - Köpenick,Entire home/apt,64,2
244425,11th-Floor near KaDeWe!! -in Berlin,1282150,Tempelhof - Schöneberg,Entire home/apt,55,90
244924,sunny 2-room appartment in Berlin ,933872,Tempelhof - Schöneberg,Private room,29,1
245744,Apartment in central Berlin,1289259,Mitte,Entire home/apt,150,3
245809,2-bedroom apartment Prenzlauer Berg,1289393,Pankow,Entire home/apt,76,2
245827,2-bedroom apartment Gendarmenmarkt,1289393,Mitte,Entire home/apt,79,2
245991,World stroller's club 2,1290112,Reinickendorf,Entire home/apt,23,30
246007,World stroller's club 1,1290112,Reinickendorf,Entire home/apt,19,30
248192,Adorable apartment in the City Center of Berlin,662565,Tempelhof - Schöneberg,Entire home/apt,49,1
248375,Culture and shopping,1301421,Charlottenburg-Wilm.,Private room,45,14
249220,1 room in an apartment in Berlin ,1305769,Charlottenburg-Wilm.,Private room,45,2
249419,Studio to feel good Prenzlauerberg!,1306624,Pankow,Entire home/apt,91,3
250007,Exotic holiday apartment in Berlin,1310272,Tempelhof - Schöneberg,Entire home/apt,69,2
250023,Family- Apartment am KaDeWe 2,1310277,Charlottenburg-Wilm.,Entire home/apt,70,90
250067,Great 2bd apt perfect for a couple,1310454,Neukölln,Entire home/apt,55,4
250121,Cosy single room,1310755,Pankow,Private room,45,3
250138,Nice double room,1310755,Pankow,Private room,50,7
250171,Great Double bedroom,1310755,Pankow,Private room,55,3
250253,Apartment: Luise in Berlin,1311309,Charlottenburg-Wilm.,Entire home/apt,93,3
250376,142 m² = 1530 ft² ♥LOFT♥ROOMS in Friedrichshain,1312190,Friedrichshain-Kreuzberg,Private room,175,2
250684,Lovely four bedroom,1310755,Pankow,Private room,95,3
250687,Apollo Apartments 1,1310866,Tempelhof - Schöneberg,Entire home/apt,52,3
250704,Holiday Apartment with Garden,1314462,Tempelhof - Schöneberg,Entire home/apt,59,3
250707,Apartment: Friederike in Berlin,1311309,Charlottenburg-Wilm.,Entire home/apt,58,3
250729,Apartment: Grazer Gärten in Berlin,1311309,Tempelhof - Schöneberg,Entire home/apt,72,3
250753,Apartment: Großer Kurfürst,1311309,Mitte,Entire home/apt,95,3
251398,Modern Room in a nice Environment,1318500,Spandau,Private room,40,1
251548,Beautiful Apartment 14m2 Terrace in KREUZBERG,1003174,Friedrichshain-Kreuzberg,Entire home/apt,55,1
252664,COZY ROOFTOP APARTM.| QUIET&CENTRAL,1326442,Mitte,Entire home/apt,79,2
252699,*** modern-cozy-design apartment ,1326695,Friedrichshain-Kreuzberg,Entire home/apt,56,60
252933,Room vibrant but cozy Schoeneberg,1328204,Tempelhof - Schöneberg,Private room,32,2
252967,Pension am Traveplatz Zimmer 1,1328326,Friedrichshain-Kreuzberg,Private room,32,2
252993,Pension am Traveplatz Zimmer 2,1328326,Friedrichshain-Kreuzberg,Private room,32,2
253005,Pension am Traveplatz Zimmer 3,1328326,Friedrichshain-Kreuzberg,Private room,28,2
253128,Studion Apartment in Kreuzkölln,1329012,Neukölln,Private room,49,3
254576,Chalet at Kurfürstendamm citycenter,1337197,Charlottenburg-Wilm.,Entire home/apt,70,91
254762,Cosy StudioFlat in trendy Kreuzberg,1171000,Friedrichshain-Kreuzberg,Entire home/apt,80,93
254788,Cosy Flat in Kreuzberg 36!,1171000,Friedrichshain-Kreuzberg,Entire home/apt,75,93
255557,Cosy studio FridayBerlin for you,1343263,Friedrichshain-Kreuzberg,Entire home/apt,55,3
255722,Renovated apt in an old building,1344455,Friedrichshain-Kreuzberg,Entire home/apt,65,3
255778,Beautiful apt. in a great location,1344754,Friedrichshain-Kreuzberg,Entire home/apt,96,2
255829,Idyllic located Apartment,1345035,Tempelhof - Schöneberg,Entire home/apt,51,3
256058,TOP Furnished Room in Graefekiez,1346383,Friedrichshain-Kreuzberg,Private room,33,1
257317,Apartment in the heart of Berlin,1354122,Steglitz - Zehlendorf,Entire home/apt,59,2
257373,Sunny boutique studio Prenzl. Berg,1303212,Pankow,Entire home/apt,99,2
257658,Awesome Location Mitte / P'berg,1356042,Pankow,Private room,49,2
257766,100 qm Penthouse-Loft Berlin-Mitte,689674,Mitte,Entire home/apt,148,5
260095,Nice Apartment in Berlin,1365065,Neukölln,Entire home/apt,55,1
260104,Living on the Water,1365126,Friedrichshain-Kreuzberg,Entire home/apt,69,5
260365,Old apartment near Winterfeldplatz,1366128,Tempelhof - Schöneberg,Entire home/apt,69,4
261205,Hip and lots of space in B- Fhain ,1355421,Friedrichshain-Kreuzberg,Entire home/apt,60,14
261452,"Wendt apartment, 1st floor, central",1371414,Friedrichshain-Kreuzberg,Entire home/apt,55,3
261834,"Sightseeing, relaxing and Shopping",253136,Mitte,Private room,60,2
261937,Nice apartment in center of Berlin,1352346,Tempelhof - Schöneberg,Private room,29,58
263817,Lovely_room_Berlin_Neukölln,1152791,Neukölln,Private room,45,2
264459,"Central, cosy and one-of-a-kind",1250154,Pankow,Entire home/apt,60,2
265286,Berlin Island,1391545,Reinickendorf,Entire home/apt,75,5
265354,Nice apartment in Berlin,1391772,Friedrichshain-Kreuzberg,Private room,60,1
265389,Beautiful single room in Berlin,1391772,Friedrichshain-Kreuzberg,Private room,19,1
265394,Stylish double room in Berlin,1391772,Friedrichshain-Kreuzberg,Private room,29,1
265400,Lovely 2-bed room in Berlin,1391772,Friedrichshain-Kreuzberg,Private room,29,1
265402,Nice room for 3 persons,1391772,Friedrichshain-Kreuzberg,Shared room,9,1
265408,Elegant 4-bed room in Berlin,1391772,Friedrichshain-Kreuzberg,Shared room,9,1
265416,Colorful 6-bed-room in Berlin,1391772,Friedrichshain-Kreuzberg,Shared room,9,1
265433,Spacious 6-bed-room in Berlin ,1391772,Friedrichshain-Kreuzberg,Shared room,9,1
265444,Nice and big 8-bed-room in Berlin,1391772,Friedrichshain-Kreuzberg,Shared room,9,1
265955,Top Central Charming Relaxed Berlin,1394961,Tempelhof - Schöneberg,Entire home/apt,55,93
266086,Private Ferienwohnung in Berlin,1395425,Treptow - Köpenick,Entire home/apt,85,3
266181,Single Room Apt in heart of  F'hain,1395699,Friedrichshain-Kreuzberg,Entire home/apt,48,7
267399,Attention to Every Little Detail.,1402232,Neukölln,Entire home/apt,55,62
267764,Berlin Mitte luxury,1382226,Mitte,Entire home/apt,129,2
267951,Modernes Apartment in Berlin P´berg,1404760,Pankow,Entire home/apt,69,2
268910,Southeast of Berlin - fantastic apartment,1408921,Treptow - Köpenick,Entire home/apt,46,3
268967,"Wendt-Apartment, 2nd floor, quiet",1371414,Friedrichshain-Kreuzberg,Entire home/apt,55,3
268974,Flat Familie Heucke,1409188,Neukölln,Entire home/apt,53,5
269455,rent a flat or room in kreuzberg,1411715,Friedrichshain-Kreuzberg,Entire home/apt,65,1
270477,QUIET GARDEN APT(child friendly),540534,Pankow,Entire home/apt,89,3
271340,Central & Homelike Apartment,1420077,Mitte,Entire home/apt,70,5
271739,"X-Berg: central, quiet, bright, cosy and large",1422088,Friedrichshain-Kreuzberg,Private room,43,3
273011,Luxurious 2BR in prime location,1428703,Charlottenburg-Wilm.,Entire home/apt,125,3
273076,"nice apartment in Samoastr., Berlin",1428852,Mitte,Entire home/apt,61,4
273106,"beautiful stylish apartment, Berlin",1428852,Mitte,Entire home/apt,64,62
274072,PRETTY + CENTRAL,1433140,Pankow,Entire home/apt,60,3
274623,"Modern, furnished, warm flat!",1435994,Mitte,Entire home/apt,65,3
274686,Minimalist appartment in Kreuzberg,1436010,Friedrichshain-Kreuzberg,Entire home/apt,80,3
274798,Splendid and Spacious in Kreuzberg,404149,Friedrichshain-Kreuzberg,Private room,55,2
275472,Luxus Flat Top Roof Berlin WELCOME,1439853,Neukölln,Entire home/apt,70,2
276044,4th-Floor Apartment at Wittenbergplatz.,1282150,Tempelhof - Schöneberg,Entire home/apt,50,90
277653,2-Rooms near KaDeWe !! -in Berlin,1282150,Tempelhof - Schöneberg,Entire home/apt,59,60
278860,130qm FamilyParadise Xberg/Nkölln,405844,Neukölln,Entire home/apt,65,3
